imdb_id,revenue
tt0475169,795223
tt0092718,31623833
tt0105265,43440294
tt0119177,12532777
tt0762125,42194060
tt0089087,24468550
tt0109936,13137484
tt0082525,2004742
tt0421715,335802786
tt0091757,1641825
tt0108399,13088861
tt0075860,306889114
tt0976222,5210988
tt0075314,28441292
tt0096438,329803958
tt5653294,29171110
tt0450232,65664721
tt0071315,29225935
tt2039393,39280992
tt0403703,29266490
tt0092076,8025872
tt0100828,10005969
tt2167970,7286913
tt0231402,39438674
tt2275471,7117
tt2481480,209613
tt0327084,339795890
tt0892782,381509870
tt0091578,2451545
tt0318974,25819961
tt0116695,273552592
tt0295700,28650575
tt2184339,89328627
tt0816462,63523283
tt0240462,176104344
tt2172934,53260230
tt0109370,163971
tt2191701,246984278
tt2357129,42128352
tt2404217,82879386
tt0976238,96753696
tt2980592,332890
tt0093624,3109904
tt0377834,14117202
tt1105733,490154
tt0064757,22787885
tt1107319,55125
tt0099800,26385627
tt0215750,96976270
tt0105682,1605437
tt1073498,85897593
tt0117998,494471524
tt0095801,3696134
tt0144814,17762705
tt1403177,449702
tt0105699,57138719
tt0116000,22955097
tt0119217,225933435
tt0095174,17637950
tt0094332,63766510
tt0324133,22441497
tt1622979,42587643
tt0161023,1350248
tt0375210,91196419
tt0466839,9576495
tt0301357,79316957
tt3228088,196458
tt1454523,3784105
tt0089686,29999213
tt0119051,43312294
tt0892791,752600867
tt0097782,1247946
tt3882000,63802
tt0145653,13042112
tt0455857,67062123
tt3210686,70829270
tt0119223,55494066
tt0097967,15942628
tt0381442,4335691
tt0119723,3309421
tt4142022,4518908
tt0125659,377967
tt0215129,68540777
tt1761005,1558836
tt0238380,5368217
tt1397514,335260290
tt0119809,194201
tt0090350,18707466
tt0120087,346056
tt0033870,2330
tt2870648,8413144
tt1634122,8305970
tt0107943,23237911
tt0090927,17768900
tt0117628,9538948
tt0338459,197101678
tt5447140,86953
tt0795421,609916146
tt0213149,449220945
tt1099212,408430415
tt0120791,46733235
tt0492481,89464
tt0101301,14812144
tt0107034,60613008
tt0281322,14946150
tt1318514,481800873
tt1535970,9216
tt1885335,46109
tt0106582,84049211
tt0076327,22512655
tt0240510,29882645
tt2581244,88273
tt0091635,6735922
tt0415003,160839
tt0095889,14114488
tt0810913,74158157
tt0120591,553709788
tt2121382,4094339
tt1709143,24084
tt0454082,21510851
tt3616916,177404
tt2279339,42426912
tt0099385,16853487
tt0393597,32011576
tt1182972,702166
tt0061747,11000000
tt0088258,4736202
tt0316654,788976453
tt0078346,300451603
tt0216625,95242
tt2358891,2852400
tt0115644,27315527
tt3200980,1159072
tt0079168,20166000
tt0079945,82604699
tt0275847,273144151
tt0386032,36163768
tt0435670,26810113
tt0441773,631746197
tt0085863,1223200
tt0796307,23313049
tt0107554,27912072
tt0109254,42614912
tt1148204,77912251
tt0086987,8914881
tt0366174,70992898
tt0080520,41675194
tt0096018,2847941
tt0138304,19598588
tt0106627,13609396
tt0831387,524976069
tt0318627,51201453
tt0374102,54683487
tt1470023,9322895
tt0118607,44229441
tt0220656,INR500000000
tt1320261,42779261
tt0119528,302710615
tt0838283,128108211
tt0762107,187134117
tt0093405,4615255
tt0212815,512451
tt0429589,55181129
tt2667960,527094
tt0885520,255440
tt0405159,216763646
tt2848292,287144079
tt0108162,36300000
tt0072431,86273333
tt0433442,7749851
tt0455760,22382047
tt0468489,4660481
tt3257582,32293377
tt1129445,19643086
tt1566637,212940
tt1907668,93772375
tt0099487,86024005
tt1175506,2336172
tt0454841,70009308
tt0912593,1433319
tt0265632,44460850
tt0339291,211468235
tt0465624,61108981
tt0080863,15934737
tt1068242,63543328
tt0097162,7825009
tt5819280,94787
tt2752758,36921560
tt1640484,38158601
tt0166195,6033999
tt0075718,19104350
tt0338013,74036715
tt0104291,55956187
tt1322313,96715
tt2238032,136579287
tt3674140,5412466
tt1637706,25804448
tt0109520,45610410
tt0086525,17343596
tt0875034,54004950
tt0109444,215887717
tt2679042,82347656
tt0472062,66661095
tt0116827,5939449
tt0240772,450717150
tt0803096,47365290
tt0775539,75511123
tt1441952,9047981
tt0070239,105659
tt1820462,8297966
tt0289635,767373
tt3766394,14659448
tt0109447,7408745
tt0443543,87892388
tt0324216,80571655
tt0338337,53790451
tt0113481,19075720
tt0370263,80282231
tt1489167,9812
tt1969062,1824678
tt0100318,44926706
tt0324242,1691811
tt0862467,30638
tt1186366,791917
tt0796368,4778376
tt0443453,262552893
tt1060277,80048433
tt0065234,83305
tt0980970,415686217
tt0117913,152266007
tt0092147,4941117
tt1336608,59418613
tt3623726,41325328
tt0337978,388156011
tt0118798,29202884
tt0861689,3351751
tt0096180,1791328
tt2182972,408918
tt0075066,33833201
tt0172684,2100000
tt0089385,9708373
tt3205376,229094
tt0462519,24470583
tt0081259,18971000
tt1636826,54731865
tt0068611,4121
tt3263904,240797623
tt0250797,52775765
tt0399854,13954476
tt0880504,3216061
tt0090305,38934048
tt3344922,6921
tt0466909,54607383
tt0295254,18902015
tt0435680,849650
tt1046173,302469017
tt0092240,3500000
tt0327554,82102379
tt1951265,755356711
tt0997047,51549674
tt0497986,14742
tt0116414,4939939
tt1159961,84918
tt0102722,1750301
tt0086405,2439705
tt1219827,40563557
tt4088268,9651271
tt0101700,1794187
tt0106375,53443066
tt0110123,28881266
tt0117260,3718087
tt0119142,32748995
tt3638396,42360
tt1303803,550418
tt0084021,15171476
tt1911553,9245235
tt0853096,869352
tt0114011,37591674
tt3169706,16775629
tt0105415,18471850
tt1862079,4424699
tt0109508,3041083
tt2024544,56671993
tt0452598,82571173
tt0076759,775398007
tt1976009,5775076
tt0064116,5434825
tt2361509,75764672
tt2261287,24702560
tt3859980,1630231
tt0082648,12617845
tt1447972,9941976
tt0457419,69474661
tt1939659,84790678
tt0251075,98376292
tt0805526,10307987
tt0210130,10791
tt0091129,79817937
tt0104225,231826
tt0486655,38634938
tt0113010,11534477
tt1802197,7832142
tt0263734,4245870
tt1020072,66787908
tt1691916,16373843
tt2917388,3184017
tt0107004,18635620
tt2294677,3114953
tt2076176,16758611
tt0110137,8880705
tt0097372,770132
tt1562899,552698
tt4846232,3283369
tt0115956,59031057
tt0417397,26146165
tt0210616,26385941
tt1172060,1035267
tt2626350,86165646
tt0847877,378034
tt4002772,732655
tt0100485,15645616
tt0918940,356700357
tt0828065,37895
tt0119229,28084357
tt0119906,4166918
tt0067093,10405457
tt0099939,2554476
tt0155267,69305181
tt1458169,34814102
tt1205489,269958228
tt0107504,12974636
tt0372873,75108817
tt1645089,7871522
tt1616195,84920539
tt1661382,44907260
tt1211837,677796076
tt0297884,29027914
tt0368658,782383
tt0365907,58834384
tt0091149,38625550
tt0095016,83844093
tt0120912,445135288
tt0102411,12454768
tt0881909,21579
tt0085475,4786789
tt1366687,11482165
tt0119567,618638999
tt1566501,5672846
tt0455967,68844775
tt0061811,27669
tt2181931,1862086
tt6044910,800012
tt1245526,90380162
tt0084749,39103425
tt1680045,4396975
tt0479952,603900354
tt1979320,96983009
tt0465551,49814392
tt1321511,5186767
tt0115509,8620678
tt0172396,10827816
tt1386697,746846894
tt0029583,184925486
tt0109655,759393
tt2101383,566006
tt0862846,16580250
tt0082198,68851475
tt0871510,21505244
tt0810827,47919757
tt0066026,81600000
tt0082801,29916207
tt0337563,96455697
tt0086216,2494480
tt0116629,817400891
tt1396557,181039
tt0473488,517809
tt0110399,29392418
tt2278388,59301324
tt0086361,64892670
tt2733258,7182
tt0120703,39278722
tt0815236,49779728
tt0088944,57491000
tt0112462,336567158
tt0411475,390128
tt0458352,326706115
tt0181875,47385836
tt0102975,96888996
tt1663321,3265941
tt0111003,8647042
tt0974554,3581642
tt0107120,44947705
tt0361322,49048
tt2321163,7610738
tt0120587,90757863
tt0095107,28202109
tt0096787,27100027
tt0100935,14561425
tt0259324,228738393
tt3748528,532177324
tt0068768,6330000
tt1706593,64575175
tt0094921,16262415
tt0208003,173959438
tt2509850,4453524
tt2315582,508169
tt0067588,10600000
tt0107978,10696210
tt0865556,52075270
tt0298148,928760770
tt0386064,76287982
tt2513074,30930984
tt0100486,15445131
tt2126362,63555
tt0077530,20000000
tt0098442,9114702
tt0239948,26086706
tt1179031,427418
tt0375912,2339957
tt2109248,245439076
tt0297181,51386477
tt2515030,6760531
tt0133240,38176783
tt0115783,22611954
tt0099310,715983
tt0097981,22168359
tt0246989,23430766
tt0388125,83697473
tt0293124,3315711
tt0099810,200512643
tt1189340,86752352
tt0119081,26673829
tt0167190,99378985
tt0077248,6521083
tt3521134,157857
tt2796678,50206
tt0052311,2286947
tt1314655,62695489
tt2024469,92168600
tt2400463,354835
tt0948470,757930663
tt0185183,29725663
tt0107282,32901136
tt0083284,10853418
tt3164256,3394174
tt1683526,72689
tt0841032,5812781
tt0350261,8586392
tt0300532,51843679
tt0109506,50693129
tt1869716,2891812
tt0300471,88323487
tt0094712,3966256
tt0255477,44310395
tt2278871,2199787
tt0425637,627047
tt0832903,349220
tt0852713,70439696
tt0200465,64828421
tt0090556,441863
tt0080388,12729675
tt1791682,7587485
tt0340855,58469210
tt0219854,69691949
tt0120082,172363301
tt4185572,411115
tt0265349,55305279
tt1440728,67876281
tt1496422,693286
tt0245844,75395048
tt0162222,429632142
tt0111797,7294403
tt0389722,75513170
tt0119115,9381260
tt0319061,66809693
tt0091949,40697761
tt2920808,413567
tt0117571,173046663
tt1674784,24094
tt1447508,9460931
tt0211718,124994
tt0100514,21633874
tt1448755,57084522
tt3958780,1672306
tt0396271,159429
tt2764784,5793245
tt0390022,61950770
tt0339147,371396
tt0108122,6110979
tt0366780,866999
tt0092513,34368475
tt0093509,1680358
tt1252596,12425098
tt0181984,28780255
tt2224317,789671
tt1053810,8179416
tt2872718,47398992
tt0367089,7372734
tt1408101,467365246
tt0095488,1189315
tt1695765,2336212
tt1598642,381839
tt2381249,682716636
tt2357377,665210
tt0814666,112351
tt0954990,318623
tt3722070,41387687
tt0334416,103401
tt0115906,285112
tt0411061,32593385
tt0103639,504050219
tt0988047,27675014
tt1120985,9706328
tt1270798,352616690
tt0104070,58422650
tt0107468,1498795
tt0265459,52223306
tt0101020,HKD33397149
tt0056923,173057
tt0112541,1268636
tt0489049,961203
tt0092133,10090429
tt2096672,86208010
tt0116922,3703548
tt1469304,58060186
tt0796375,3748295
tt0117765,33109743
tt0102095,7788597
tt0077696,78000000
tt0385880,73661010
tt0489270,80238724
tt0317950,10550
tt1621045,96070507
tt0298130,249348933
tt0191133,33972062
tt0098554,79258538
tt0095652,5344577
tt1934231,16706074
tt0101902,23202444
tt0110657,8914777
tt0082894,9171289
tt0021884,1626
tt0361748,321457747
tt0108065,7266383
tt0418819,47074133
tt1524575,1784763
tt0449467,34302837
tt0097123,18254702
tt0903627,65108
tt2461150,29674699
tt0374546,8945072
tt0092216,277405
tt0493459,347240
tt0323572,6130049
tt0489281,11212953
tt0112749,670727
tt0088128,23686027
tt1300851,10629321
tt1560985,53261944
tt2872732,458863600
tt0250371,4760014
tt1179891,51545952
tt0373469,4243756
tt0329691,46546197
tt0095958,796368
tt3678782,409166
tt0374536,63313159
tt0078158,16393000
tt0297284,4480744
tt0082432,5732587
tt1847713,5290
tt0089470,3099497
tt0087032,28078073
tt0087127,11919250
tt1155592,5258569
tt0267626,65716126
tt0087182,30925690
tt0483726,42472472
tt0272207,12633747
tt0355702,13411957
tt2908446,297002527
tt0111323,7727256
tt4651520,183936074
tt0073312,20123742
tt2459022,57387
tt0107387,8556940
tt0090633,84542002
tt0119707,51376861
tt0085764,3952448
tt2101441,32170399
tt1403214,24267
tt4630444,32964
tt4520364,8809407
tt0115632,3011195
tt0404802,1778006
tt0139876,INR250000000
tt0360009,8112712
tt0032910,84254167
tt1280558,3256911
tt0119038,4071548
tt3099498,1882074
tt1504319,40294
tt1569364,20984902
tt0089370,96773200
tt1375670,271457301
tt0082846,119285432
tt0087957,70262694
tt0381971,69865924
tt2436682,20672
tt0094027,13994920
tt0806203,5805279
tt2909116,210591
tt0489037,1764304
tt0456980,2448408
tt0923811,16444137
tt4731136,8106986
tt1179034,52844496
tt1462758,19439764
tt0086336,8400000
tt0367594,474968763
tt1196956,10900434
tt0119137,92977226
tt1324059,718766
tt0102059,69467617
tt0093771,1432687
tt0107007,10769960
tt0416212,39952437
tt0116320,17193231
tt4568106,19337
tt0112536,684351
tt0120891,222104681
tt0086465,90404800
tt0401997,40953935
tt0120576,15923122
tt0074860,21709020
tt0068555,18090065
tt2561572,90411453
tt3569230,42972994
tt4701660,553810228
tt0256009,755249
tt2671706,64414761
tt1716772,88823111
tt0094625,553171
tt2692250,363204635
tt2096673,858071350
tt0084707,30036000
tt1385826,62495645
tt0105414,48017402
tt0332452,497409852
tt1037163,32869
tt0113749,2122561
tt1674773,8880936
tt1417075,9955885
tt0094074,15681020
tt0361696,14867514
tt0118665,36450736
tt0829098,2752471
tt0108234,841015
tt0450345,38805380
tt1381404,5133027
tt0101746,38120905
tt0106364,5635204
tt0067065,12348905
tt0303297,418941
tt0765443,56107312
tt0324554,21741598
tt0089826,20518905
tt0081738,5000000
tt0119303,79082515
tt1017451,4681651
tt0116790,5770254
tt0103030,1710057
tt0090065,3360800
tt0117420,57400547
tt0114436,20358624
tt1343092,353642274
tt0086190,475106177
tt0100491,295444
tt0280590,171269535
tt0221799,970676
tt3203620,2544921
tt0120484,185991646
tt0354766,5923000
tt0408985,43451846
tt1152398,43202283
tt0936471,408229
tt4302938,76249438
tt1195478,54169363
tt0133751,40283321
tt0114924,81057016
tt0780521,267045765
tt0123964,73475268
tt0367652,45109561
tt0291579,5324097
tt0295701,277448382
tt1932767,2711379
tt5998104,4131
tt0114697,5093707
tt0892769,494879471
tt0109127,50236831
tt1291570,22354572
tt1529235,45896492
tt0371606,314432837
tt0393735,87134280
tt0097647,38956288
tt0080360,19853892
tt2378507,22088533
tt0088286,20458340
tt0095489,84460846
tt0104237,7532911
tt0211915,33225499
tt0337879,48000
tt0092104,1254040
tt0094744,15122324
tt0455475,988368
tt1230448,8034797
tt0262210,28664
tt1217209,538983207
tt0889573,49843011
tt0469494,76182388
tt0096764,8083123
tt2013293,5209580
tt0099797,1293976
tt0114702,340139
tt2004432,4383978
tt1051904,80080379
tt0314353,86468162
tt2884018,16322067
tt0104940,32574382
tt0219400,374312
tt0374900,46138887
tt0088814,21288692
tt0120820,12874899
tt0844457,711421
tt0416315,30894796
tt0107302,2395231
tt1282140,75026327
tt2132285,5845732
tt1536374,30655
tt0141986,533759
tt1506999,34513760
tt0085867,11787127
tt0106315,8041049
tt0111686,19721741
tt0082971,389925971
tt0088851,3558669
tt0120611,70087718
tt0209163,443280904
tt0101404,184890
tt0118887,44862187
tt2475794,6236954
tt1181791,382879
tt1322312,42059111
tt1782568,25030264
tt1186370,250618
tt0119731,25804707
tt0316356,68296293
tt3813310,143658
tt1503776,10000
tt1972591,39175066
tt0117509,46351345
tt0401445,7459300
tt0366777,6584159
tt0462465,7034698
tt0345950,85417988
tt0114614,4064495
tt0327753,88078
tt1111422,65452312
tt0114558,7959291
tt0286244,7007149
tt0102536,2023808
tt3321428,13851074
tt0107840,27515786
tt4871022,51803
tt1413495,7388654
tt0106519,63848322
tt1985966,274325949
tt0034167,16364924
tt1956620,38543473
tt0490215,7100177
tt0241025,19463185
tt0468492,89433436
tt5923962,2359127
tt2084970,91125683
tt1465487,504030
tt1540011,45173154
tt0209475,94728529
tt0430304,58645052
tt0238546,45479110
tt0087781,47951979
tt0109443,7355425
tt1972571,36233517
tt0057193,46332858
tt0163978,39785027
tt0317132,33589427
tt0349205,190538630
tt0032138,25407411
tt2058107,4438438
tt0445990,58480828
tt0104346,9223441
tt0428196,3195
tt2097298,45710059
tt0072271,30860378
tt1197624,73357727
tt0120631,98005666
tt0104231,58883840
tt1905041,788680968
tt1731141,61737191
tt0443536,51386611
tt0416991,495270
tt0289765,93149898
tt1233227,68234154
tt1659343,5460
tt0120917,89636687
tt0418110,8116128
tt5161058,4756578
tt0346156,57947036
tt1226753,45636368
tt0267891,40442443
tt0210945,136771683
tt0078841,30177511
tt0146675,66889043
tt0116378,1227324
tt0106673,63270710
tt1602620,6739492
tt1232207,17436509
tt0105695,159157447
tt0310793,58011975
tt0319531,490964
tt2523600,48541
tt3026488,33125
tt0279113,16860964
tt0267248,12302219
tt0349710,74541707
tt0107144,38922972
tt0102913,3547684
tt0243017,3176880
tt4085084,51879
tt0378194,66208183
tt1506452,1741065
tt0098987,21413502
tt2316204,74262031
tt2288121,10353078
tt4795124,62547032
tt0117473,8543587
tt0856052,4884108
tt0047478,322773
tt4680182,4531320
tt0100758,201965915
tt0304328,723040
tt0094813,807947
tt4721400,30169
tt1224449,927277
tt1078940,171844840
tt0243585,64956806
tt1409024,624026776
tt0057076,24808767
tt1153053,317831
tt0772193,15291277
tt0119164,45950122
tt2326554,546352
tt0455407,54806823
tt0314524,1349501
tt1572916,3084761
tt0122529,1338335
tt0089643,30867525
tt1664894,8183347
tt1528854,242786137
tt2493486,1797955
tt0090886,22905522
tt0166276,7622365
tt0266543,940352645
tt0104952,64088552
tt0787523,691733
tt0092751,1262091
tt0080489,6950125
tt0181316,68518533
tt3451498,5938041
tt5315110,10033929
tt0082031,95461682
tt0114194,16115878
tt0184858,32168970
tt2568862,84918541
tt0174204,929606
tt0106941,11146270
tt2172935,7975812
tt0101025,299090
tt0287963,234255
tt3072482,9252038
tt1007028,42784344
tt4559932,7442911
tt0137494,87704396
tt2261331,4070789
tt0083908,6110670
tt0112427,259724
tt0913958,119263
tt0328589,58878723
tt1414840,19171562
tt4129870,200242
tt0116209,78676425
tt0443431,745327
tt0081751,14155617
tt0054167,24640
tt0240200,5529144
tt0293815,33526835
tt3819668,8008363
tt0243655,295206
tt0414853,72637803
tt1596346,47120948
tt3132094,5492784
tt0134119,81298265
tt4110568,3066100
tt0382621,783778
tt0075029,31800000
tt1800246,45640143
tt0084726,78912963
tt0271668,50097949
tt2372222,43996483
tt4230700,217473
tt0105417,231605150
tt0817230,216485654
tt1756415,34995189
tt1528100,65014513
tt0095560,6424112
tt2406252,8350026
tt1343727,41037742
tt0118736,146125
tt0456020,21353303
tt0102729,24941969
tt1272878,75612460
tt0326722,51549
tt0785006,73034460
tt0104573,20146880
tt0389790,293514336
tt0099740,5728953
tt1486193,316944
